query_filepath,query_category,match_filepath,match_category,distance
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,D00277.obj,Biplane,1.5148273148325266
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,m474.obj,BuildingNonResidential,1.5225205848319316
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,D00320.obj,Biplane,1.547075960416345
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,D00634.obj,Biplane,1.5976315531945366
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,D00089.obj,Bird,1.670427661332145
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,m28.obj,Bird,1.7778713127042975
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,D00689.obj,Bird,1.8177195114971132
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,m490.obj,Bottle,1.8220550771286708
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,m1143.obj,Biplane,1.8983061836946322
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,m49.obj,Bird,1.9095370096970976
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,D01184.obj,Bookset,1.9112470139039717
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,m945.obj,Bed,1.9120808456646736
./data_normalized/AircraftBuoyant/m1339.obj,AircraftBuoyant,D01182.obj,Bookset,1.924661160270303
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m1340.obj,AircraftBuoyant,0.0
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m471.obj,BuildingNonResidential,0.5448856525824888
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m39.obj,Bird,1.0230991148311497
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m1127.obj,Biplane,1.0508818852690578
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m76.obj,AquaticAnimal,1.0601466677076898
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m1472.obj,Bicycle,1.1197865597369916
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m1477.obj,Bicycle,1.1545772866548205
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m487.obj,Bottle,1.4302617768581845
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m77.obj,AquaticAnimal,1.8346360765607495
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m489.obj,Bottle,1.9508849853093144
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,D00078.obj,Bicycle,2.7397825296571696
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,D00847.obj,Bicycle,2.7400113099754493
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,D00347.obj,Bottle,2.8774788252100882
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m73.obj,AquaticAnimal,3.1450728717178174
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,m484.obj,Bottle,3.2317704249142567
./data_normalized/AircraftBuoyant/m1340.obj,AircraftBuoyant,D00999.obj,Bird,3.4724232655401153
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m1341.obj,AircraftBuoyant,0.0
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m60.obj,AquaticAnimal,0.5118953505616157
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m1135.obj,Biplane,0.6877521031939511
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m78.obj,AquaticAnimal,0.771374531888476
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m484.obj,Bottle,0.7772038392432562
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m412.obj,BuildingNonResidential,0.855621672041741
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,D00736.obj,Bird,1.8754176228164783
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m1146.obj,Biplane,2.0202061994242073
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m77.obj,AquaticAnimal,2.1931166806906197
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m61.obj,AquaticAnimal,2.2810745057243875
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,D00931.obj,Bicycle,2.431970864231333
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,D00020.obj,Bottle,2.466890068499808
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m74.obj,AquaticAnimal,2.4687979152696844
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m1472.obj,Bicycle,3.028655508928358
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,m76.obj,AquaticAnimal,3.052135982113712
./data_normalized/AircraftBuoyant/m1341.obj,AircraftBuoyant,D00930.obj,Bicycle,3.100123312407738
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m1342.obj,AircraftBuoyant,2.220446049250313e-16
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m409.obj,BuildingNonResidential,1.1002983748873338
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m1344.obj,AircraftBuoyant,1.1158580893654002
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m30.obj,Bird,1.2800081060358293
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m32.obj,Bird,1.296215379430996
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m50.obj,Bird,1.3024424379030661
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,D00862.obj,Bird,1.304550589477092
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,D00546.obj,Bird,1.4139678834527936
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m1133.obj,Biplane,1.506536831099731
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m44.obj,Bird,1.580493793421621
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m1136.obj,Biplane,1.6371741309017465
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m36.obj,Bird,1.709660886168886
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m1125.obj,Biplane,1.7185596700748553
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m384.obj,BuildingNonResidential,1.9058932822908088
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m947.obj,Bed,1.9579982657947752
./data_normalized/AircraftBuoyant/m1342.obj,AircraftBuoyant,m479.obj,BuildingNonResidential,2.0082649865430895
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m1343.obj,AircraftBuoyant,0.0
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m385.obj,BuildingNonResidential,0.6937299776901028
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m52.obj,Bird,0.8685128584658851
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m1337.obj,AircraftBuoyant,0.8787257225179531
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m390.obj,BuildingNonResidential,0.9237682613764597
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m391.obj,BuildingNonResidential,0.96792983053518
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m475.obj,BuildingNonResidential,1.1059083701289767
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,D01050.obj,Bookset,1.1775186941077451
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m382.obj,BuildingNonResidential,1.2041377759967875
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m35.obj,Bird,1.2115922565940425
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m1138.obj,Biplane,1.2264490509779815
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m1338.obj,AircraftBuoyant,1.266661219610429
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,D01109.obj,Bookset,1.329740034319397
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m63.obj,AquaticAnimal,1.3589718785182887
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,D00762.obj,Bird,1.4553632150251763
./data_normalized/AircraftBuoyant/m1343.obj,AircraftBuoyant,m1345.obj,AircraftBuoyant,1.5118857082407515
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m1344.obj,AircraftBuoyant,0.0
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m36.obj,Bird,0.9080388173029794
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,D00546.obj,Bird,0.916515826096233
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m1125.obj,Biplane,0.9610988818335293
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m1342.obj,AircraftBuoyant,1.1158580893654002
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m32.obj,Bird,1.1461976078162794
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m1122.obj,Biplane,1.2207595441461627
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m384.obj,BuildingNonResidential,1.2338015387240016
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m50.obj,Bird,1.2644406961546297
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m409.obj,BuildingNonResidential,1.2991937649498433
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m392.obj,BuildingNonResidential,1.3433734732197546
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m1349.obj,AircraftBuoyant,1.362478258397743
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,D00862.obj,Bird,1.3853137886660494
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m29.obj,Bird,1.4029401795213317
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m1350.obj,AircraftBuoyant,1.7189506573576585
./data_normalized/AircraftBuoyant/m1344.obj,AircraftBuoyant,m30.obj,Bird,1.749249841771942
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m1345.obj,AircraftBuoyant,0.0
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m33.obj,Bird,0.9006712977012515
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m491.obj,Bottle,1.0859678724937127
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m52.obj,Bird,1.1378215983156552
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m391.obj,BuildingNonResidential,1.1727615628838106
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m407.obj,BuildingNonResidential,1.1959474649363557
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,D00625.obj,Bird,1.4235414671683648
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,D00284.obj,Bird,1.4409908044917628
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,D01042.obj,Bookset,1.4473703591576994
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m58.obj,AquaticAnimal,1.4911073848886103
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m1138.obj,Biplane,1.4955333154066492
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m1343.obj,AircraftBuoyant,1.5118857082407515
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m1144.obj,Biplane,1.5370817939236985
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m37.obj,Bird,1.5648918335080235
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m1123.obj,Biplane,1.5830147080846657
./data_normalized/AircraftBuoyant/m1345.obj,AircraftBuoyant,m390.obj,BuildingNonResidential,1.5846789110626174
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,m1346.obj,AircraftBuoyant,0.0
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,m1348.obj,AircraftBuoyant,0.17230250955921722
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,m71.obj,AquaticAnimal,0.6089314360018409
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,m73.obj,AquaticAnimal,0.6773715939267347
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,m1128.obj,Biplane,0.9358506764531908
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,D00999.obj,Bird,1.2647250223086655
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,m1347.obj,AircraftBuoyant,1.32374882980653
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,m482.obj,Bottle,1.7496854142263432
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,m1351.obj,AircraftBuoyant,1.8517886692393857
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,m485.obj,Bottle,1.9709232062762092
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,m80.obj,AquaticAnimal,2.6111407469575707
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,m487.obj,Bottle,2.677853205384361
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,m1477.obj,Bicycle,2.81124279865923
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,m39.obj,Bird,2.9222310456371523
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,m1127.obj,Biplane,3.060904817319948
./data_normalized/AircraftBuoyant/m1346.obj,AircraftBuoyant,m489.obj,Bottle,3.1800057835332587
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,m1347.obj,AircraftBuoyant,2.482534153247273e-16
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,m1128.obj,Biplane,0.6354106408519083
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,m482.obj,Bottle,0.8000053011660067
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,m1351.obj,AircraftBuoyant,0.8268330433694552
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,m485.obj,Bottle,0.8549721966709293
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,m71.obj,AquaticAnimal,1.0740011776029754
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,m1348.obj,AircraftBuoyant,1.234859273815535
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,m1346.obj,AircraftBuoyant,1.3237488298065303
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,m80.obj,AquaticAnimal,1.4989231103197689
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,D00999.obj,Bird,1.883687256670082
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,m73.obj,AquaticAnimal,1.9027380475542135
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,D00350.obj,Bottle,2.4500916113718803
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,m481.obj,BuildingNonResidential,2.517494958547382
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,m1124.obj,Biplane,2.8851391463547817
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,D00696.obj,Bottle,3.012055853829488
./data_normalized/AircraftBuoyant/m1347.obj,AircraftBuoyant,m38.obj,Bird,3.1965847759511306
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,m1348.obj,AircraftBuoyant,0.0
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,m1346.obj,AircraftBuoyant,0.17230250955921722
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,m71.obj,AquaticAnimal,0.5285714814418423
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,m73.obj,AquaticAnimal,0.7467115954611149
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,m1128.obj,Biplane,0.8569164986662239
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,m1347.obj,AircraftBuoyant,1.234859273815535
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,D00999.obj,Bird,1.2839643026740828
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,m482.obj,Bottle,1.666029343256662
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,m1351.obj,AircraftBuoyant,1.7639510959747828
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,m485.obj,Bottle,1.884352279055764
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,m80.obj,AquaticAnimal,2.5254467079108958
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,m487.obj,Bottle,2.739268198267098
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,m1477.obj,Bicycle,2.8865400591576695
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,m39.obj,Bird,2.9913525986139406
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,m1127.obj,Biplane,3.136533540848573
./data_normalized/AircraftBuoyant/m1348.obj,AircraftBuoyant,D00350.obj,Bottle,3.141828069567474
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,m1349.obj,AircraftBuoyant,0.0
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,m29.obj,Bird,0.8268104899859282
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,m1122.obj,Biplane,0.8675371637139985
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,m1350.obj,AircraftBuoyant,0.8853205303845337
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,m1125.obj,Biplane,0.915433576823232
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,m34.obj,Bird,1.0519358927430658
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,m1143.obj,Biplane,1.0632703259373557
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,m48.obj,Bird,1.1406997581532008
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,m36.obj,Bird,1.1940987424013967
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,m1344.obj,AircraftBuoyant,1.362478258397743
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,m40.obj,Bird,1.4845712171959695
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,m32.obj,Bird,1.5094317540351496
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,D00546.obj,Bird,1.5507299620906054
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,m50.obj,Bird,1.5841781380079918
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,m409.obj,BuildingNonResidential,1.618760272893355
./data_normalized/AircraftBuoyant/m1349.obj,AircraftBuoyant,m384.obj,BuildingNonResidential,1.6869374721960564
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,m1350.obj,AircraftBuoyant,2.220446049250313e-16
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,m1349.obj,AircraftBuoyant,0.8853205303845337
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,m1122.obj,Biplane,0.905875929646911
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,m34.obj,Bird,0.9200412620294025
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,m48.obj,Bird,0.9877431512351174
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,m29.obj,Bird,1.0257200259095138
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,m1143.obj,Biplane,1.047521398255649
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,m40.obj,Bird,1.159180994197173
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,m1125.obj,Biplane,1.442214320699181
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,D00089.obj,Bird,1.502050267090678
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,D00689.obj,Bird,1.5375431739678043
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,m36.obj,Bird,1.5900423445900829
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,m28.obj,Bird,1.6364466038759913
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,m1344.obj,AircraftBuoyant,1.7189506573576585
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,D00546.obj,Bird,1.7777085863149111
./data_normalized/AircraftBuoyant/m1350.obj,AircraftBuoyant,m384.obj,BuildingNonResidential,1.9698109562663777
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,m1351.obj,AircraftBuoyant,3.552713678800501e-15
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,m485.obj,Bottle,0.6716040336817939
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,m1347.obj,AircraftBuoyant,0.8268330433694528
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,m482.obj,Bottle,0.8406253026188839
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,m80.obj,AquaticAnimal,1.0913852426783557
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,m1128.obj,Biplane,1.247411776716597
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,m71.obj,AquaticAnimal,1.4753753564734564
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,m1348.obj,AircraftBuoyant,1.7639510959747795
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,m1346.obj,AircraftBuoyant,1.8517886692393823
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,D00999.obj,Bird,2.3234048027662593
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,m481.obj,BuildingNonResidential,2.367715222085358
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,m73.obj,AquaticAnimal,2.411616311687517
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,m1124.obj,Biplane,2.448049252005117
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,D00350.obj,Bottle,2.499099286169597
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,m38.obj,Bird,2.6784206047086925
./data_normalized/AircraftBuoyant/m1351.obj,AircraftBuoyant,m75.obj,AquaticAnimal,3.026511664901467
./data_normalized/AircraftBuoyant/m1352.obj,AircraftBuoyant,m1352.obj,AircraftBuoyant,0.0
./data_normalized/AircraftBuoyant/m1352.obj,AircraftBuoyant,m472.obj,BuildingNonResidential,0.4837685378633218
./data_normalized/AircraftBuoyant/m1352.obj,AircraftBuoyant,m1131.obj,Biplane,0.5640794140731332
./data_normalized/AircraftBuoyant/m1352.obj,AircraftBuoyant,m31.obj,Bird,0.5774783483200807
./data_normalized/AircraftBuoyant/m1352.obj,AircraftBuoyant,m488.obj,Bottle,0.657731937465918
./data_normalized/AircraftBuoyant/m1352.obj,AircraftBuoyant,m65.obj,AquaticAnimal,0.7716181708870959
./data_normalized/AircraftBuoyant/m1352.obj,AircraftBuoyant,m477.obj,BuildingNonResidential,0.9250049006460285
./data_normalized/AircraftBuoyant/m1352.obj,AircraftBuoyant,m1118.obj,Biplane,0.9388530480957005
./data_normalized/AircraftBuoyant/m1352.obj,AircraftBuoyant,m66.obj,AquaticAnimal,1.1320232921878821
